,sentiment,text
773,positive,one year team rapidly become hub organization market use team maersk general team enable broad spectrum call meet room also build aipowered service weve integrate microsoft enterprise video team transcription time cod record
774,positive,one thing talk remark time power one area fact real breakout growth differentiation power powerapps first time microsoft extensibility model office dynamic dream mine year finally execute super
775,negative,interest thing even saas extensibility model every saas application include common data think synergy ai start data estate really bring data silo together start build analytical power visualize put hand people use power bi run ai model prediction deploy whether sale lead
776,positive,every layer best deployment tool development tool common data top best bi visualization see increasingly architectural benefit customer incoherence around layer may feel like make great sort choice individual bear expense overall agility well overall management think
777,positive,thank
778,neutral,move next question
779,neutral,thank next question come line ross macmillan rbc capital move next question come line brad reback please proceed
780,neutral,thank maybe quick window oem pro business extraordinarily strong last could maybe give u sense penetrate guy window corporate upgrade cycle sustainability
781,negative,thank let say penetration word let talk two even couple think window see past couple year strong enterprise deployment cycle real pull product inside security value prop product
782,positive,see deployment security externality people often choose upgrade machine see good demand inside commercial entity make upgrade buy window pc often surface think benefit oem partner portfolio device available incredibly think partner do terrific job
783,positive,overall economy certainly also quite instal base actually get think start see process whereby great good macro get customer really want move modern modern infrastructure secure see confluence strong pc market strong pro guide continue imply
784,positive,weve add new facial recognition attribute remark specific meet add new cortana capability make join meet initiate call use
785,positive,thank
786,neutral,take next question
787,neutral,thank next question come line michael nemeroff credit please proceed
788,positive,thank take satya help u understand large revenue outperformance guide continue strong growth could please give u sense margin profile area game exceed could also comment strength mpc margin context game margin would thank
789,neutral,start
790,neutral,
791,neutral,even much like talk commercial get strategy sort really help u articulate growth opportunity well investment across various
792,positive,first console high engagement console anytime new whether fact xbox best engagement drive benefit platform great growth area stop whether xbox whether game pas additional opportunity really serve game play game watch game different big
793,positive,last think new something already pay dividend azure growth take knowledge mean build one title build paas service azure game playfab acquisition speak directly various lever see mpc segment see increasingly time even
794,neutral,go expand question little think increase mpc guide simply let talk bite component bite sustainable one may temporal nature
795,positive,innovation drive customer window continue gain traction window commercial monthly active device office commercial million monthly active office consumer subscriber increase
796,positive,performance guidance show actually strong performance number place expect oem pro terrific reason give window really business inside enterprise sell much security value far see strong bill growth expect continue
797,positive,next piece would say part sort uplift surface reception surface book well surface pro lte quite see u reflect even comparable get little bite difficult u saw large growth still expect high teen
798,positive,get game specifically satya talk xbox software service component would expect see impact continuation part want consistent even go back volatility number like anything hit game move high expect also really strong base business result talk term vibrant platform fan believe come value
799,positive,thank
800,positive,
801,neutral,move next
802,neutral,thank next question line ross macmillan rbc capital please proceed
803,neutral,thank line clear satya want ask server product strike growth give talk expect strength fiscal testament strength kind hybrid leadership two question though strength server product across window sql system et sort bias term drive
804,neutral,mention cosmos db strike number think database market help take market share within data management database
805,positive,take second think cosmos pretty unique capability combination everything else data ai layer infrastructure think tremendous ai era mostly first data think opportunity
806,positive,turn linkedin business recognize opportunity linkedin microsoft combine force create economic opportunity every member global workforce enable professional productive little one year feel great value deliver customer
807,positive,previous even multiple trend amy reference virtualization still continue growth driver server growth driver server product cybersecurity security value
808,neutral,fact sql think sql hybrid tier sql database sql ai product one database actually allow write python r store procedure right
809,neutral,talk data ai close computation always go wherever data lot data show relational database growth driver hybrid build smart look server deploy factory manage million sensor across azure stack show multiple driver essentially server cloud number
810,neutral,point even comparable let break comment sort two driver actually across window also obviously large product within server
811,neutral,first exactly hybrid something call azure hybrid really provide confidence commit customer buy server transition cloud period really timeline let easily transition window sql benefit azure small uplift think actually core
812,neutral,second one virtualization drive data center another move premium mix want break two sustain type thing see
813,positive,last
814,neutral,thank final question come line kash rangan bank america merrill please proceed
815,neutral,last question long really thank guy get question meet ceo large recur theme hear software company theme help u especially give growth rate accelerate whereas gdp growth rate gdp growth
816,neutral,tech spend spend percentage gdp average company revenue go help give pretty help u understand baseline operate come digital business phase phase phase initiative like company likely spend kind product service new upcoming maybe sell today comprise incremental swing factor baseline today versus wherever likely go digitization business thank
817,positive,integration model enable linkedin accelerate retain result ahead expectation across line business revenue growth saw record level engagement quarter session growth drive innovation across increase engagement drive strong demand sponsor content market solution record level job post job visitor quarter talent
818,neutral,think talk customer talk four digital transformational everything across solution area ingredient help customer achieve digital transformation objective engage talk cosmos db cosmos db happen one best database product able capture signal want around customer variety different go one example
819,neutral,second piece course around empower one thing increasingly become number one priority every ceo make sure right right product front employee best work team great example company modernize workforce thing like microsoft
820,neutral,third one operational see dynamic growth azure iot take every iot end field service classic way somebody let sense predict something actually fix use field transformational outcome well
821,neutral,people change business take somebody like nalco could say water pure water service put sensor allow actually deliver differentiate business model transformational outcome well position technology also frontline sale service capability partner capacity best address digital transformation
822,positive,seem like predominant theme go drive thank
823,neutral,wrap portion earn thank join look forward speak find additional detail microsoft investor relation
824,neutral,
825,neutral,thank
826,neutral,lady conclude thank may disconnect line
827,positive,shift business dynamic gain traction third commercial cloud growth unleash wave ai innovation dynamic hundred new capability transform sale automate office embed inside dynamic
828,positive,relationship analytics sale market leverage microsoft graph data social network improve customer predictive lead score help seller identify focus
829,neutral,good afternoon thank join u call satya chief executive amy chief financial frank chief account carolyn deputy general counsel corporate
830,positive,invest business application platform capability across power flow common data customer extend dynamic office quickly build application use data across organization well data minimal custom
831,positive,new power platform enable customer like inter lead european auto part go paper digitize workflow within day versus rapid growth power leader business analytics
832,positive,turn infrastructure ai architectural advantage consistent stack cloud edge resonate azure revenue growth recent cio survey affirm leadership position developer trust security compliance new workload iot ai
833,positive,make right investment decision theyre increase overall share expand recent data center include unite arab emirate bring total number region cloud additional availability zone provide comprehensive resiliency
834,positive,also continue see strong customer demand azure stack across unlock new workload scenario across hybrid industrial iot transform rule fuel cloud edge accelerate evolution digital factory enhance supply chain azure iot azure stack enable customer partner build industrial iot solution run operator factory floor manage device analyze data hololens quickly become indispensable tool take digital twin technology next
835,positive,also innovate silicon help customer realize promise connect world device announce azure sphere first kind highly secure edge solution combine chip design iot operate system cloud service secure billion device enter market
836,positive,already see rapid customer adoption iot toyota material handle europe use azure well hololens create factory use drone learn complex process automate flow increase supply chain warehouse microsoft abb partner push boundary smart manufacture industrial
837,positive,invest make azure best cloud enterprise data le azure cosmos first globally distribute multimodal exceed million annualized azure database mysql postgresql make even easy bring open source power application expand opportunity see rapid adoption azure databricks data advance analytics machine learn
838,positive,continue innovate democratize million developer already use cognitive service quickly easily create ai service cloud azure bot service nearly microsoft translator bring translation developer data whether cloud
839,positive,last reach human parity language new milestone addition previous human parity achievement object speech recognition machine read
840,neutral,microsoft investor relation find earn press release financial summary slide intend supplement prepare remark call provide reconciliation difference gaap financial
841,positive,also gain traction machine learn tool adoption ten thousand customer use azure innovate new gpu offer lead ai infrastructure train im excite share cloud ai innovation developer conference next month
842,positive,continue pursue expansive opportunity game way game create distribute play one best quarter game strong revenue performance record level software service revenue grow continue retain deepen user relationship across xbox game pas
843,positive,xbox live monthly active user grow new sea drive gameplay across window xbox one addition nearly million hour view service like mixer first
844,positive,result speak strength platform service thirdparty continue invest enhance cloud service ai capability developer quickly build monetize game across console
845,positive,intelligent cloud intelligent edge represent tremendous opportunity come responsibility ensure trust work instill trust three key first recognize privacy fundamental human consistently act
846,positive,success ground work towards may gdpr implementation date since hundred engineer across company work privacy ensure product service gdpr
847,positive,provide robust tool back contractual commitment help comply customer effective le costly host data cloud develop maintain gdpr compliance tool
848,positive,response escalate cyber attack around lead bold initiative defend protect recently lead coalition global technology security company sign cybersecurity tech accord important first step industry help create safe secure online environment
849,positive,recently establish ai ethic engineer research committee microsoft ensure always advance ai ethical responsible way benefit customer broad include new investment technology detect address bias ai microsoft stand continue differentiate focus u move
850,positive,hand amy cover financial result detail share look forward rejoin
851,neutral,unless otherwise refer metric financial measure provide consider substitute superior measure financial performance prepare accordance include additional clarify item aid investor understand third quarter performance addition impact item event financial
852,positive,thank good third quarter revenue constant good expect performance across gross margin increase constant operate income increase constant earn per share increase constant
853,positive,geographic saw strength across market benefit positive global corporate spend growth cloud service increase commercial annuity point along healthy sale team partner drive high volume new lead commercial book growth constant commercial unearned come slightly expectation due grow constant
854,positive,commercial cloud revenue increase constant highlight healthy growth western europe improve commercial cloud gross improvement cloud notably
855,positive,outperform expectation company gross finish quarter slightly improvement productivity business process segment office commercial offset decline intelligent cloud drive great mix azure
856,positive,fx positively impact revenue growth point point company productivity business process level point intelligent cloud personal fx add point growth cog operate point
857,positive,operate expense grow constant currency continue invest commercial sale cloud even accelerate pace increase operate margin point direct result focus investment drive top line
858,positive,segment revenue productivity business process approximately increase constant good expect result office commercial
859,positive,office commercial revenue grow double digit constant include couple point great mix contract high inperiod office commercial revenue grow constant continue instal base growth arpu expansion drive customer migration premium workload office commercial seat grow line expect give increase size instal
860,positive,office consumer revenue increase constant drive recur subscription revenue grow overall instal dynamic business accelerate grow constant drive dynamic growth constant linkedin revenue grow constant billion
861,positive,continue see outperformance across record level segment gross margin dollar increase constant gross margin percentage increase margin improvement office commercial linkedin offset increase mix cloud operate expense grow constant currency continue strategically invest linkedin commercial sale capacity cloud operate income increase constant
862,neutral,growth comparison make call today relate correspond period last unless otherwise also provide growth rat constant currency available framework ass underlie business exclude effect foreign currency rate growth rat constant refer growth rate
863,positive,intelligent cloud segment deliver billion increase constant exceed expectation due server
864,positive,server product cloud service revenue grow constant currency drive continue strong azure revenue growth constant currency significant revenue
865,positive,server business grow constant drive customer demand hybrid solution well increase virtualization result uptake premium
866,positive,enterprise service revenue increase constant growth premium support service microsoft consult service offset continue decline custom support agreement window server
867,positive,segment gross margin dollar grow constant gross margin percentage decline grow mix azure iaa paas revenue mostly offset another quarter material improvement azure gross
868,positive,operate expense increase constant drive continue investment sale capacity cloud engineer operate income increase investment sale capacity cloud operate income increase constant
869,positive,result personal revenue segment constant significantly good expect result window commercial
870,positive,window oem revenue increase oem pro revenue grow line strong commercial pc continue see healthy enterprise demand window benefit oem
871,negative,oem revenue decline quarter consumer pc drive high mix license continue pressure price inventory level within normal
872,positive,window commercial product cloud service increase constant currency strong double digit bill well high mix recognition multiyear
873,neutral,post prepare remark website immediately follow call complete transcript call webcast live ask include live transcript future use replay call view transcript microsoft investor relation
874,positive,fundamental business remain instal base growth adoption security account standard window commercial growth rate significant variability due relatively high mix license
875,positive,search revenue ex tac grow constant currency high revenue per search search volume drive bing performance international
876,positive,surface revenue grow constant currency good expect performance surface book continue transition late product portfolio prior year comparable impact product
877,positive,game revenue increase constant currency due xbox software service revenue growth constant momentum digital distribution well record level engagement drive title contribute good expect software service
878,positive,grow xbox live monthly active user million user expansion across xbox window mobile
879,positive,segment gross margin dollar increase constant line revenue segment gross margin percentage relatively flat operate expense increase constant currency investment engineer across search operate income grow constant
880,positive,back total company line increase capital expenditure sequential basis billion invest support current future growth cloud cash pay property equipment cash flow operation drive collection strong bill
881,positive,free cash flow billion grow slow due increase cash use plant income expense approximately million net recognize gain investment income dividend partially offset interest effective tax rate come due benefit tax
882,positive,return billion shareholder dividend share increase total shareholder return nearly double amount accelerate pace prior quarter roughly billion remain current billion share repurchase
883,positive,turn next first assume current rat remain expect fx increase revenue growth cog point operate expense
884,neutral,make projection statement future statement base current expectation assumption subject risk
885,positive,expect strong performance commercial solid execution large quarter expect commercial unearned revenue
886,positive,third expect sequential growth capital expenditure accrual dollar continue see strong demand signal
887,positive,expect commercial cloud gross margin roughly flat represent another quarter material improvement even increase azure revenue
888,positive,productivity business expect revenue billion expect office commercial growth rat normalize expect level recognition multiyear contract saw dynamic see another quarter revenue drive dynamic linkedin growth remain
889,positive,intelligent expect revenue billion another quarter server product cloud service revenue growth high teen hybrid cloud leadership continue differentiator expect total azure revenue growth reflect balance continue strength data application service moderate growth per user base service like
890,positive,personal expect billion across oem pro anticipate trend continue device expect surface revenue growth high continue transition late product search ex tac see another revenue growth quarter entire
891,positive,expect high revenue growth rate continue benefit game title performance user engagement expect cog billion include point growth expect operate expense billion point growth would place u slightly high end prior range full year operate expense growth due impact fx incremental expense support continue strong top line
892,positive,expect income expense approximately million continue take gain equity portfolio earn dividend interest income prior expect effective tax rate approximately volatility final quarter fiscal
893,positive,want offer early thought fy assume macro environment remain many key driver business remain revenue growth continue drive transition cloud within commercial strong execution differentiate hybrid position drive continue high teen growth server product cloud service revenue
894,positive,office dynamic linkedin also continue drive revenue growth productivity business process gross margin percentage every commercial cloud service continue improvement azure iaa paas service le improvement per user saas
895,neutral,actual result could materially differ factor discus earn press comment make conference call risk factor section form form report file security exchange undertake duty update
896,neutral,expect continue improvement overall commercial cloud gross revenue mix shift azure moderate rate improvement relative fy continue grow investment capital expenditure meet grow demand cloud
897,positive,business result deliver tremendous opportunity see continue see growth operate expense key area include
898,negative,expect income expense slightly negative fy expect significant equity
899,negative,continue expect full year fy effective tax rate slightly new corporate tax rate variability across quarter due mix cloud versus license revenue time equity go
900,neutral,move please repeat
901,neutral,lady time conduct first question come line heather bellini goldman please proceed
902,neutral,thank satya guy see really nice acceleration intelligent cloud gross profit straight quarter premium service growth know mention comment directionally gross margin think pace ramp gross margin expansion azure approach estimate roughly billion business annualized guess thing would helpful think cog commercial give u rough ballpark percentage cog come capex thank
903,neutral,maybe start go sort one happen growth azure across think say new workload new customer start sense iaa data blob scale high layer service like cosmos db even compute service like
904,positive,think still early inning cloud invest whether field side capex side attract customer workload per service service inside combine one thing think fairly clear high correlation service office well dynamic around data particular think one cloud play give feel customer look
905,positive,think specific couple think portion commercial cloud gross margin come best think roughly actually go begin get scale service time fix even tend come percentage help roughly think much depreciation
906,positive,thank thank everyone phone another strong result pick right secular deliver differentiate innovation focus execution result increase engagement intelligent cloud intelligent edge era already upon represent tremendous take significant step quarter put forefront everything realign entire engineer organization accelerate innovation good serve need customer
907,positive,think dynamic go intelligent cloud particular way tend think growth quarter server product service constant currency sort confident continue see fy
908,positive,tend think significant revenue growth significant gross margin dollar growth actually continue see operate margin dollar growth significant segment even reinvest give top line
909,positive,think gross margin see azure continue grow percentage total revenue even significant improvement satya talk low level iaa paas service within gross margin side see gross margin percentage pressure segment significant dollar
910,positive,thank congrats capex increase significantly billion say cash property know build significantly invest data center footprint ahead build equipment far large corporate government requirement acceleration new data center end cause something else drive think next couple
911,positive,actually think significant change trajectory year actually little think pop little really sequential basis actually look especially type demand across cloud growth rat really total cloud pretty good demand signal global hear little funny year ago
912,positive,continue really monitor actual equipment supply chain lot automation demand sense capability
913,positive,would appreciate point take build data center majority cost obviously data center equipment really majority spend
914,positive,thank
915,neutral,please move next
916,neutral,next question come line keith wei morgan please proceed
917,neutral,good lady welcome financial result participant conduct instruction follow conference
918,negative,think model little bite
919,negative,need bring shanghai factory think big driver get plus car expensive go get import get transport get labor never eligible ev tax lot people sort dependent least access pretty crazy many company country put price cap ev affect big market never subsidy tax incentive
920,neutral,eligible sound like go reduce china come bottom line need shanghai factory achieve rate car
921,positive,demand demand model insanely inhibitor like people literally money buy get nothing enough money bank car make demand
922,neutral,next question come pierre ferragu new street
923,neutral,get concern potential wonder think would tell u expect expect tesla react recession manage volume manage present manage capex thing turn south gross margin
924,positive,broad really think high way try prepare kind contingency continue focus theme conversation reduce cost run business high level financial elon allude jerome believe even scenario low volume price tight good chance good shoot profitable generate free cash best way manage
925,positive,want break record reduce cost make improvement model want product get good slight degree despite low cost hundred small actually notice would appreciate get cost variable cost fix allow u low price financially sustainable achieve mission environmental absolute clear
926,positive,aspect extremely capital dramatically cut back capital spend efficient talk letter model gigafactory talk model many learn want beat model kind spend return
927,positive,confident capex per unit production shanghai factory model le half model think might quarter probably good definitely le
928,neutral,next question come david tamberrino goldman
929,positive,expect exponential delivery year even face global recession even global expect delivery year high last could lot even tough economic see growth pretty
930,neutral,first thing want understand see european order china order number get throw guy obviously take look order profile shape relative saw launch
931,positive,think seem share actually europe china get car make boat reach customer end quarter massive number car big get car fast
932,negative,like order think see like order level europe thousand china good
933,negative,even really point guess factory right make car china respect model whole focus get car get ship fast get ship fast possible zeebrugge belgium get drammen norway get car customer fast get china fast
934,negative,also go happen trade important get car especially china soon hope trade negotiation go need get sort de facto sort truce tariff demand gen really one thing think
935,neutral,lastly demand customer deposit come possible give u know think really relevant number want explain reservation start ask think try understand much incremental demand think base see low price point half people still wait base model come would think see want confirm
936,neutral,want
937,negative,think reservation relevant really focus large reservation backlog tell u lot customer still wait think appropriate share reservation
938,positive,reservation like like like video game come like preorder like stop important start ship game say think guess demand somewhere order strong economy order unit year model even recession probably order
939,neutral,next question come daniel ives wedbush
940,positive,achieve gaap second quarter first time company increase cash hand even pay debt total billion mean enough cash settle convertible bond mature
941,positive,question around delivery come onboard first maybe surprise term demand look term see strong expect certain think drive maybe talk opportunity challenge europe especially delivery logistics
942,negative,like think demand almost zero right really get product time ton car water quarter china get car potential rise really put really front mind cost reduction improve service north
943,positive,maybe quick talk look gigafactory china obviously important maybe fast envision competitive advantage versus maybe automaker try go
944,positive,think quite significant really good quite fundamental future expect make several trip china work closely team build literally get daily super big deal talk phase phase think gigafactory ultimately major get lot support shanghai appreciative national
945,neutral,next question come toni sacconaghi
946,neutral,talk repeatedly need drive drive elasticity demand wonder talk much price differential model model mean powertrain cost ev structurally high internal combustion engine think difference today long maybe say another big driver get low cost low affordability model really around powertrain get everything else tesla efficient manufacturer cause high price right
947,neutral,vehicle split time half half gigafactory opportunity
948,negative,think big point cost reduction opportunity big point cost high internal combustion
949,neutral,think toni mean battery battery pack well powertrain expensive
950,neutral,
951,positive,operate margin remain strong operate margin fourth quarter usually low automotive case
952,neutral,big think delta think kind pack plus powertrain electric vehicle maybe internal combustion engine sort order see get much align sort give live think cell pack cost
953,positive,big part bear mind quite bite le cost especially europe california basically almost everywhere middle unite cost gasoline expensive electricity far factor cost ownership pretty sort go order month depend upon much somebody important thing consider electric car versus gasoline term initial cost think probably top calculate probably order trend towards top
954,neutral,think talk sort scenario demand plan roll intermediate range ultimately standard make volume profitability course mean get volume need think go low margin vice unit produce important deliver gross margin chance deliver car standard edition gross margin end year will make
955,neutral,guess end sort give amount free cash sort decide decide achieve small production small volume car high margin large volume car small think already towards go make car low think le flat
956,neutral,next question come maynard um
957,neutral,update u battery cost anticipate try gauge much factor lower cost sustain
958,positive,highly proprietary cannot give like tell think best cost best cost low anyone else right
959,neutral,maybe talk expectation jv might impact something make aware
960,positive,speak directly head assure impact
961,neutral,next question come dan galves wolfe
962,positive,go amaze year expect increase sale perhaps could lot think reasonable crazy growth automotive
963,neutral,plan offer lease product model expect talk percentage x historically lease
964,negative,reluctant introduce lease model effect gaap worth note demand date zero lease way improve demand make financials look want introduce right introduce sometime late year sure percentage lease x right
965,neutral,around low stay stable level many seem like natural demand invention artificially bump
966,neutral,lease usually expect small tax important
967,neutral,two quick housekeep restructure charge expect first much include expectation small
968,neutral,include difficult say exactly roughly around number vary
969,neutral,last one
970,neutral,go
971,neutral,last one change service part structure make thing distribute rather part warehouse would like meaningful work capital cash impact
972,neutral,actually silly store actually go change sort work capital something would even notice smart send part directly service fact either directly factory supplier ship direct service right cost actually quite actually quite kind quite actually speak stop foolish thing massively improve service massively improve customer happiness around fundamentally good pretty like super dumb thing like china last year always like china team great think could spare part make china send directly china service bunch part make china send warehouse new jersey send back super go get way
973,positive,want note one major priority quarter improve service think priority improve service north number think excite go roll go get car china europe make sure good logistics whole delivery factory gate
974,neutral,next question come ben kallo
975,neutral,one question get four part happy new first part street like get everything wrong six year seven year since go talk u number could talk u talk hear cut workforce spacex feel worry global talk u feel guidance order talk maybe sort third ever go talk stationary whole page pretty good focus add bottom line top next
976,neutral,talk consensus think maybe good approach provide certain guidance analyst need reflect best indication company best way think answer question
977,neutral,
978,positive,think letter outline predict growth battery storage stationary storage business pretty include projection excite say much
979,positive,internal projection stationary storage close gigawatt kind lumpy may complete would do stationary storage last year except strong vehicle convert bunch stationary storage battery vehicle battery would do quite bite stationary expect probably twice fast automotive short long
980,positive,continue set production record basically every
981,positive,profitability storage business gross margin continue improve keep ramp production
982,positive,go gigantic business
983,neutral,last question global
984,positive,obviously pretty far california get europe china make get car work every aspect logistics think think go say optimistic profitable optimistic profitable quarter go
985,negative,think economy move cycle fairly significant risk recession next confident tesla remain least slightly profitable even even significant strong relentless cost order make affordable car go back headcount reduction think super hardcore way make affordable spacex cost reduction different reason unrelated spacex really spacex two absolutely insane project would normally bankrupt starship spacex incredibly spartan expenditure program reach
986,neutral,think time thank much elon would like close
987,negative,think time thank much elon would like close
988,neutral,
989,neutral,
990,neutral,
991,neutral,think first start tesla year
992,neutral,close
993,neutral,almost thank tremendous contribution announce retirement retirement deepak continue tesla month continue serve senior adviser tesla probably year come think long hard right person take zach tesla nine
994,neutral,nine
995,positive,open new store service bring total location worldwide increase mobile service fleet mobile service fleet something scale need brick get hire people deploy
996,neutral,zach management technology wharton undergrad work tesla spend couple year harvard business actually think
997,neutral,tell come
998,positive,incredibly make huge contribution tesla obviously whole team respect whole know like say
999,neutral,
1000,neutral,save
1001,neutral,
1002,positive,thank first thank much opportunity second learn lot always inspire also inspire team tesla incredibly passionate amazingly best team could thank everybody good time make felt strongly good new new tesla two great quarter cash really solid feel really good zach take prove many year experience many tough challenge work really excite zach take support make sure successful
1003,positive,thank thank name zach brief background join tesla nine year ago super small company lot potential ahead u attract mission vision throughout deep operation every major program roadster model model scale energy business thing talk feel start strong financial enough cash continue launch new program develop new able service upcoming debt obligation forecast cash focus alongside talented amazingly passionate team tesla ensure continue terrific momentum cost management operational enable u enable access product around key achieve mission personal huge thank mentorship support much look forward discus progress future earn
1004,positive,
1005,neutral,thank speak three
1006,positive,also actually result high customer actually send one service van work home fix car without bring service center paperwork anything like really seamless customer love
1007,neutral,
1008,neutral,lady thank participate conclude may wonderful
1009,positive,also increase functionality tesla app instead make appointment call make open tesla say want make service top frequently request service couple make
1010,neutral,would like introduce host martin senior director investor may
1011,positive,go make easy car pick drop want prefer come service center request car pick something already go roll big improvement customer roll two three week
1012,neutral,next thing go add car detect something like flat tire drive unit car even come tow truck service loader
1013,positive,car already notify tesla emergency service tow way car even come think immense improve customer
1014,positive,tap center screen cancel cancel like automatically go press
1015,negative,also improve part think make strategic error past service part locate service part distribution basically mean impossible fast turnaround service car would come part come service would basically even repair could take
1016,neutral,go able stock common part service possible get car service minute even simple like eight minute eight like lightning order part locate service
1017,positive,go make sense service center basic body work essentially replace front rear make sense prestock front rear fascia common unless unusual literally replace fascia week body shop
1018,positive,term new model complete ensure ensign model part production model three quarter model common model much low capex per vehicle model risk also quite
1019,positive,contrast model versus model x theory think model sort model x like sort incredible vehicle probably one probably nothing like ever make maybe work special work
1020,neutral,commonality model maybe common model whereas model get common model likely go put model production right next part main gigafactory
1021,neutral,thank good welcome fourth quarter join today elon deepak ahuja number result announce pacific time update letter publish link
1022,positive,right battery powertrains come go straight also reduce risk execution reduce cost transfer part california sure quite default
1023,positive,would expect model probably model maybe high model could even understand midsized suv segment worldwide popular type probably see high volume
1024,positive,early saw construction gigafactory end expect produce model use complete vehicle production body final general assembly module
1025,positive,basically would extremely get like daily update progress shanghai factory go go like
1026,positive,feel quite confident least factory achieve volume production shanghai end allow u get vehicle week rate close end
1027,positive,think
1028,neutral,go take first question retail investor submit question question submit think already speak length go second
1029,neutral,second question would feel demand right across product unit asp still realistic annual target model even consider model impact continue see x demand
1030,neutral,best best guess demand model worldwide something strong something order unit best guess demand model strong
1031,positive,economy go think could something think even worldwide demand still something order model
1032,neutral,discus business outlook make comment base prediction expectation actual event result could differ materially due number risk include mention recent file
1033,neutral,eliminate x product model differentiation relative come think could see slight decline total think net cash flow x likely probably major change net cash flow
1034,neutral,next question alex please share update full tesla network customer start see full best case time line tesla network go
1035,positive,already full capability highway ramp highway include pas car go one highway interchange full capability
1036,positive,push update allow option remove stock confirm market regulator approve believe case think probably regulator approve
1037,positive,keep talk make sure take care like strange corner really quite sublime stock confirm like car go highway pas slow change take interchange take exit come stop really quite profound
1038,neutral,next part full really traffic stop street pretty easy essentially geocode recognize
1039,neutral,traffic light intersection next really tricky navigate complex park lot like sort like underground mall park lot lot traffic pedestrian multiple kind thing get
1040,positive,release enhance advance see first indication car able navigate complex park also come fairly probably next development car thing mention development recognize traffic light stop sign basically functionality development really question get reliability recognize traffic light several
1041,neutral,guess good right need like really extremely capability think safe full probably towards end regulator decide want approve
1042,neutral,go next tesla switch model x battery percent range improvement
1043,neutral,jump elon open
1044,negative,plan switch x comment huge product
1045,neutral,maybe take last question retail tesla semi model share time line expect production ramp
1046,neutral,mention model likely produce unless encounter obstacle default plan proceed low risk also low term probably like initial production model low probably next
1047,neutral,always take time ramp production difficult predict shape feel confident say production volume model end next begin next year low always start low growth exponentially begin last year end next difficult break expectation know want comment
1048,neutral,want start next year
1049,neutral,
1050,neutral,first unit first unit depend many truck use usage move part vehicle different start deliver outside
1051,positive,tesla pickup might ready unveil something quite unlike anything
1052,neutral,start take question participant
1053,neutral,thank first question come ryan brinkman
1054,positive,last year definitely challenge year tesla also thank incredible work tesla model become premium vehicle
1055,neutral,thank take think amount spend land gigafactory shanghai classification operate cash guidance provide u term think capex facility go discus source fund
1056,neutral,think speak past potential raise locally still kind term might able raise
1057,neutral,deepak purchase land lease government operate show cash flow capex invest fully show capital
1058,neutral,indicate still get fund majority capital spend local china expect pretty attractive rat base dialogue lot hope finalize share detail
1059,positive,ballpark probably something something order billion capex get vehicle rat ballpark deepak competitive debt finance really extremely compel interest expect capital drain
1060,positive,big bank million large amount money scheme
1061,neutral,thank next question come gene munster loup
1062,positive,sorry perhaps automotive industry understand significant maybe obvious everyone tesla first wholly own manufacture facility china automotive appreciative chinese government allow u think symbolic open like note appreciation chinese government allow u significant
1063,neutral,question relate waymo autonomous drive morgan stanley recently value waymo question separately
1064,neutral,important time tesla story long nice really ev renewable autonomy kind one foundational part story long
